,student_resid,unadj_p,bonf(p)
0,-1.1642036730612848,0.24439762407251475,1.0
1,-0.8018793956180024,0.42266124190193655,1.0
2,-1.2638203890963493,0.2063540504593599,1.0
3,-0.6141711401970321,0.5391304844714678,1.0
4,0.02792980702566134,0.9777192617294213,1.0
5,-0.351409310608972,0.725296263954963,1.0
6,0.2382812253100103,0.8116728510165124,1.0
7,-1.022275726210239,0.306700405686753,1.0
8,-0.27728316100313644,0.7815742741563778,1.0
9,-0.2462553047196975,0.8054948231158876,1.0
10,0.05960025304606511,0.9524764242028806,1.0
11,-0.7121196979406365,0.47642423915076226,1.0
12,-0.38125415310037625,0.7030310421993656,1.0
13,-0.549988755172664,0.5823519157327265,1.0
14,-0.7690251667344749,0.4419150834920459,1.0
15,-0.37600738071771544,0.706927532217658,1.0
16,-0.24187902350074494,0.8088839300873822,1.0
17,0.30008333075482146,0.7641262021650153,1.0
18,-0.5686636939217535,0.5696102040894934,1.0
19,-1.1960379643077215,0.2317390668856323,1.0
20,-0.2913254373052374,0.770814648461188,1.0
21,-0.5293703724656726,0.5965722998318465,1.0
22,-0.19261888141019715,0.8472653632288505,1.0
23,-0.6711316136615514,0.5021680231413866,1.0
24,0.25757286979614585,0.796747283283136,1.0
25,-0.4272668698420876,0.6692035560507912,1.0
26,-0.6543402881659802,0.5129230130751781,1.0
27,-0.2986801239156049,0.7651966690467463,1.0
28,-0.5687399190395391,0.569558470313503,1.0
29,-0.08125428984737132,0.9352430121354555,1.0
30,-0.7058357792446582,0.4803235051311864,1.0
31,0.014049955886382042,0.9887906924855321,1.0
32,0.07900477170396397,0.9370320230746717,1.0
33,-0.6125307046282329,0.5402148437569276,1.0
34,-0.8806953415872557,0.3785255217471367,1.0
35,-0.8941640863576551,0.3712776033692913,1.0
36,-0.7478388566175836,0.4545929087222803,1.0
37,0.35717482380549637,0.7209761674347249,1.0
38,-0.3236934790813062,0.7461837912806893,1.0
39,0.28240524103477943,0.7776446109538168,1.0
40,-0.3621728887327624,0.7172383077990171,1.0
41,-0.5524904176781936,0.5806373585285879,1.0
42,-0.21466129384203503,0.8300402499759217,1.0
43,-0.410075154387739,0.6817685751581435,1.0
44,-0.08004288411896597,0.9362063864394771,1.0
45,-0.2055138886139814,0.8371791040917644,1.0
46,-0.44760279087467414,0.6544594869961771,1.0
47,-0.714486328817465,0.4749602186267532,1.0
48,0.043220101219326526,0.9655278258898724,1.0
49,-0.6074894501897629,0.543554024986205,1.0
50,-0.5787807757247663,0.5627634538622616,1.0
51,-0.5561892095137586,0.5781066701501255,1.0
52,1.0557115638552161,0.2911515657881523,1.0
53,0.10903801174354699,0.9131767634325875,1.0
54,0.5753231214765514,0.5650989530395243,1.0
55,0.1558085542439816,0.8761902848385283,1.0
56,0.15595740021310395,0.876072963349001,1.0
57,0.0625609258541899,0.9501186725046836,1.0
58,0.42271757656993264,0.6725197028287273,1.0
59,0.6001478948085398,0.5484351649112382,1.0
60,-0.09056393641426533,0.92784275518102,1.0
61,0.4179677693488635,0.6759888233452462,1.0
62,-0.7341481655446958,0.46289323446597896,1.0
63,-0.725778330106889,0.4680090063563379,1.0
64,-0.07360705535109072,0.9413260329018605,1.0
65,-0.4000817360466078,0.6891135901182973,1.0
66,-2.4926015664761065,0.01271356738705831,1.0
67,-2.1647743954252094,0.030452637464250504,1.0
68,-1.8094022850924183,0.0704491998760713,1.0
69,-2.740903881284021,0.006149047803006072,1.0
70,2.183749460212701,0.029027478541958415,1.0
71,-0.43309202237002836,0.6649667995813374,1.0
72,-0.18586793007417907,0.8525559524618413,1.0
73,-0.5754088416820791,0.5650409963642584,1.0
74,-0.3988885431791846,0.6899925481102811,1.0
75,-0.21723944777192913,0.8280307024715016,1.0
76,0.8157257287025647,0.4146962931563096,1.0
77,-0.07681612566608491,0.9387729285877902,1.0
78,-0.16706198990805657,0.8673281013935049,1.0
79,-0.0015245498472261489,0.9987836471567968,1.0
80,0.21529847574748495,0.8295434931921829,1.0
81,0.09215338528451865,0.9265799048944204,1.0
82,0.2070309389738198,0.8359942169234975,1.0
83,0.7241588728120084,0.46900244820919956,1.0
84,0.8805437463173278,0.378607592277758,1.0
85,-0.1396994537079265,0.8889031449828535,1.0
86,0.16662320722352728,0.8676733419260502,1.0
87,-0.0488534680278348,0.9610380438336353,1.0
88,0.5942343206930616,0.5523825736712535,1.0
89,0.2352619578965452,0.8140151573958304,1.0
90,-0.7289969866845464,0.4660380157958869,1.0
91,0.04089831301730036,0.9673786127636713,1.0
92,-0.6577401176462934,0.5107357421729746,1.0
93,0.5078189657837973,0.6116029477698266,1.0
94,-0.13267610624597942,0.8944549362805488,1.0
95,-0.08982069843812199,0.9284333358438985,1.0
96,0.29381672200569775,0.7689102823615797,1.0
97,0.5040426567479476,0.6142538477685853,1.0
98,0.4228539692325155,0.6724201880955438,1.0
99,0.4793696328909777,0.6316968827384323,1.0
100,0.17448702923055096,0.8614898636761832,1.0
101,0.018599673711118675,0.9851612132125641,1.0
102,0.1520869408821816,0.8791245659897061,1.0
103,0.17604358627083816,0.8602669058777864,1.0
104,-0.005147844838863629,0.995892839789791,1.0
105,0.18777713891619421,0.8510590587431807,1.0
106,0.21133257879340916,0.832636467793323,1.0
107,0.17749449578531393,0.8591272550978845,1.0
108,0.2588684538150443,0.7957475091075029,1.0
109,-0.14121708887206003,0.88770419628158,1.0
110,0.42220196817568134,0.6728959525577869,1.0
111,0.48817028019153963,0.6254508697121761,1.0
112,0.6954290325487037,0.48681913623054085,1.0
113,0.8848052124317647,0.37630469959956403,1.0
114,0.1724881241034067,0.8630608530236707,1.0
115,0.4764354396565479,0.6337852332145721,1.0
116,-0.8424204880445322,0.3995933535428905,1.0
117,-0.2926118578044003,0.7698311207750903,1.0
118,0.5787815718761657,0.5627629166327119,1.0
119,-0.4576864648398783,0.647197813917425,1.0
120,0.8057570074853907,0.4204217000806524,1.0
121,0.5162710093939304,0.6056882161998403,1.0
122,0.424575108120951,0.6711649055227591,1.0
123,-0.3397683264708774,0.7340454262665934,1.0
124,0.62035275916657,0.5350541425295913,1.0
125,0.13305670272477993,0.894153948610797,1.0
126,-1.6595453670267875,0.09706933112825876,1.0
127,-1.4483298600366907,0.14758819563268546,1.0
128,-1.749945986992093,0.08018963063286577,1.0
129,-1.5553674545193605,0.11992254839629754,1.0
130,-1.4985281873794727,0.13405987998065622,1.0
131,0.16990852811900373,0.8650890217520618,1.0
132,0.25519949109691337,0.7985796328902379,1.0
133,0.3958937945396007,0.6922004518408038,1.0
134,0.4085860683256875,0.6828611414169716,1.0
135,-0.1006286267388136,0.9198493489892119,1.0
136,-0.7629775955646986,0.44551313788384694,1.0
137,0.3910846980821105,0.695751472905459,1.0
138,0.3983391500285119,0.6903973958823364,1.0
139,-2.014465933407826,0.044014654812756855,1.0
140,-3.093019433069821,0.001992355821941875,1.0
141,-3.2040923507411776,0.0013634908810402206,1.0
142,0.8226668159451728,0.4107371424059446,1.0
143,1.0073070894636496,0.3138364901694741,1.0
144,0.9160770677460547,0.35967112746571395,1.0
145,0.5401734894440815,0.5891017092119897,1.0
146,0.6802748741264504,0.4963622649383401,1.0
147,0.5423695470822654,0.5875883844815974,1.0
148,1.1010891979196074,0.2709114091553837,1.0
149,0.730244342680527,0.4652754209952722,1.0
150,0.9716586654829831,0.3312678917545562,1.0
151,0.6850090466641188,0.493370305738987,1.0
152,1.0316153710621545,0.30230276769252185,1.0
153,0.9645057196409411,0.3348395870567784,1.0
154,1.1367069779465009,0.2557158593370798,1.0
155,1.2296253499889869,0.21889590917800442,1.0
156,0.4265426152039724,0.6697310622216783,1.0
157,0.8850405669361868,0.3761777666992572,1.0
158,0.625929548894603,0.5313900286098048,1.0
159,0.5554992114208889,0.5785783682377053,1.0
160,0.6630662132045755,0.5073190419529119,1.0
161,0.5297829081515177,0.5962862314897657,1.0
162,-0.363169231488695,0.7164939872122827,1.0
163,-0.4270422339454825,0.6693671506971459,1.0
164,1.4885531012283133,0.13666883029735705,1.0
165,-0.2565245642411664,0.7975564823664025,1.0
166,-0.13445169784491212,0.8930508732470077,1.0
167,0.23075242453744216,0.8175166855068132,1.0
168,0.28463566155872383,0.7759352008483588,1.0
169,-1.0677673072063811,0.28567759086240324,1.0
170,-0.6773343614297336,0.49822550730022463,1.0
171,-0.8372565959665019,0.40248879568430507,1.0
172,-0.6592265547248304,0.5097809813151749,1.0
173,-0.9336765381476567,0.3505163393404128,1.0
174,-0.5539647419850777,0.5796280138777241,1.0
175,-0.5948943144537199,0.5519413262763313,1.0
176,-0.9993875970933477,0.31765584594687657,1.0
177,-0.7371632645933061,0.4610580297110318,1.0
178,-0.9188043637447038,0.3582427049423713,1.0
179,-0.38573860494164025,0.6997068551196843,1.0
180,0.32400526525495477,0.7459477453357843,1.0
181,0.045277887140037845,0.963887640365378,1.0
182,0.22622350554718385,0.8210369357015345,1.0
183,-0.6324337085625199,0.5271327415504323,1.0
184,-0.19813306089406973,0.8429490997778545,1.0
185,-0.040671114234359325,0.9675597312748999,1.0
186,0.38511844443523746,0.7001662200506894,1.0
187,-0.44156452108725197,0.6588236616490066,1.0
188,-0.2214554364214831,0.8247469719521918,1.0
189,-1.0775964793731165,0.28126641703660893,1.0
190,-0.26598218187887723,0.7902640158650797,1.0
191,-0.38838721244333974,0.6977462188684068,1.0
192,-0.6411509630434457,0.5214543066351673,1.0
193,-0.7053096913406581,0.48065073804428593,1.0
194,-0.8958859642494704,0.37035726128818824,1.0
195,-0.13923683639683943,0.8892686685092126,1.0
196,0.22678827007464897,0.8205977556510471,1.0
197,-0.17762882802645372,0.8590217555101176,1.0
198,-0.3819400719679823,0.7025222215361673,1.0
199,-0.06778814573638041,0.9459570199055786,1.0
200,0.4394127258118692,0.660381700120467,1.0
201,-0.44595188504570477,0.6556515184902592,1.0
202,-0.847900078610054,0.3965346419527014,1.0
203,-1.141277786242371,0.25380958535825976,1.0
204,0.3659689397970275,0.7144039012091569,1.0
205,0.6297567644307118,0.5288828206569649,1.0
206,-0.2633479705115443,0.7922933567549725,1.0
207,0.7768559078678405,0.43728093086685116,1.0
208,-0.01841556038285369,0.9853080818100264,1.0
209,0.4132382413608326,0.6794499836059202,1.0
210,0.22119701588720095,0.8249481617772978,1.0
211,-0.5520900394824209,0.5809116055729537,1.0
212,-0.2479341280798559,0.8041956639151403,1.0
213,0.05596612949126558,0.9553710497173412,1.0
214,-0.2971423134761198,0.7663703366093608,1.0
215,0.18437464256478064,0.8537271183565945,1.0
216,0.7398381353976521,0.4594333229791707,1.0
217,0.816663071078002,0.41416032478013665,1.0
218,0.7516995219492938,0.4522675376898243,1.0
219,0.7214064343013245,0.4706935813833266,1.0
220,0.6739516180509502,0.5003735618085766,1.0
221,1.2732692074440815,0.2029823563011378,1.0
222,0.5820356268901994,0.5605692062457583,1.0
223,-0.02232241756598364,0.98219166698253,1.0
224,0.4517475960990717,0.6514706298857411,1.0
225,-0.031281538336011334,0.9750462753839557,1.0
226,-0.31047470587920944,0.75621307095139,1.0
227,-0.3430411909134732,0.7315820482226054,1.0
228,-0.400597997092385,0.6887334196558075,1.0
229,-0.001749208395879099,0.9986044048683,1.0
230,-0.40445073622182254,0.6858987824230458,1.0
231,-0.35073815040860246,0.7257997358446464,1.0
232,-0.16189984707176747,0.8713913350315581,1.0
233,-0.4516309241204453,0.6515546868232137,1.0
234,-0.9149304465694795,0.36027273790126,1.0
235,-0.4497885290164467,0.6528826367391827,1.0
236,-0.1348227630733515,0.8927574926993871,1.0
237,0.06476422873576955,0.9483643397570569,1.0
238,-0.7850588083345317,0.4324566832634872,1.0
239,0.026969575992016825,0.9784850878672969,1.0
240,-0.6051720743549653,0.545092427558105,1.0
241,0.7332068190981841,0.46346703867743466,1.0
242,0.13852555553803447,0.8898307121717731,1.0
243,0.3457922577439409,0.7295135478431256,1.0
244,0.2515158289181511,0.801425772820082,1.0
245,0.5799775601805548,0.5619561635480614,1.0
246,0.3110504416415323,0.7557753809367658,1.0
247,-0.30067073851183707,0.7636782190985365,1.0
248,0.21625018967503254,0.8288016494050366,1.0
249,-0.12910062863860258,0.8972832728456748,1.0
250,-0.00937292095718691,0.9925219785156472,1.0
251,-0.31431155939140404,0.7532976737429314,1.0
252,-0.3326636854900305,0.739402260085706,1.0
253,-0.36735865519305394,0.7133672213407306,1.0
254,-0.06242743897236751,0.9502249664329708,1.0
255,-0.08034249857235941,0.9359681083299303,1.0
256,-0.32337160003815874,0.7464275032958836,1.0
257,0.2887119186041121,0.7728139377570176,1.0
258,0.08157031199045221,0.9349917100501296,1.0
259,0.16592396332727083,0.8682235692376525,1.0
260,0.3374069784830846,0.7358244394537135,1.0
261,-0.2173765681319013,0.8279238551252024,1.0
262,-0.42030536120416134,0.6742806488122344,1.0
263,-0.1666340358778876,0.8676648214808094,1.0
264,-0.25781624286029503,0.7965594520454561,1.0
265,-0.07463940933622559,0.9405046352991207,1.0
266,1.1379109722981642,0.2552127658405482,1.0
267,-0.10614277980977485,0.9154733731042964,1.0
268,0.07619748324254244,0.9392650661612282,1.0
269,-0.11609329073980464,0.9075833182533575,1.0
270,-0.1146377617647022,0.9087368997841248,1.0
271,-0.4138246453924979,0.6790204726745939,1.0
272,-0.3255397636937448,0.7447863607403118,1.0
273,-0.13841493335039692,0.8899181291801899,1.0
274,0.09265812062349284,0.9261789206880688,1.0
275,-0.40046992246402374,0.6888277254468862,1.0
276,-0.5413832234216804,0.5882678471632303,1.0
277,-0.35895394169826866,0.719644863993003,1.0
278,0.06581263797954061,0.9475296537331781,1.0
279,-0.2249958522019467,0.8219917940006835,1.0
280,0.007411413658897685,0.994086900445108,1.0
281,-0.588629747702074,0.5561365477590972,1.0
282,-0.021939815767772014,0.9824968488604413,1.0
283,-0.19448418059343758,0.8458047671591575,1.0
284,-0.127506374844661,0.8985448103884469,1.0
285,-0.3516191533211837,0.7251388744704799,1.0
286,-0.12222501143429208,0.9027257832824022,1.0
287,-0.6594289057929493,0.5096510804807846,1.0
288,0.22059746122753487,0.8254149812601915,1.0
289,-0.16652858701693607,0.8677477937780503,1.0
290,0.15706577408180694,0.8751994207340696,1.0
291,-0.08004128341706454,0.936207659464938,1.0
292,0.01615876780102829,0.9871083813099931,1.0
293,-0.28185951736711906,0.7780630217768597,1.0
294,-0.11139106367991793,0.9113107650732215,1.0
295,-0.32648970160402147,0.7440676911377615,1.0
296,-0.36443976318000354,0.7155452238128668,1.0
297,0.059510588712633816,0.9525478355941922,1.0
298,-0.38613351400273005,0.699414395569963,1.0
299,0.19312006503105078,0.8468728667219363,1.0
300,-0.41317037678869734,0.6794996976545034,1.0
301,-0.22015243910229784,0.8257615200485682,1.0
302,-0.08925658709950571,0.9288816079143061,1.0
303,-0.5997000362222773,0.5487336295377594,1.0
304,0.46390006402941636,0.6427397581063575,1.0
305,0.11023669645592414,0.9122261316177067,1.0
306,-0.22947634476353654,0.8185081910144716,1.0
307,-0.21483157520297705,0.8299074893535556,1.0
308,0.4478340520081818,0.6542925758672642,1.0
309,-0.0568030535248381,0.9547043755267579,1.0
310,0.1498789308174234,0.8808662446555743,1.0
311,-0.19209300843101895,0.8476772356831213,1.0
312,-0.20833334070349083,0.834977277158285,1.0
313,0.10790619975342629,0.9140744751023778,1.0
314,-1.7837447595997968,0.07452643061607897,1.0
315,0.23942321305819012,0.8107873505985335,1.0
316,-1.8100276816230383,0.07035215041175363,1.0
317,-0.07065885165141064,0.9436721266607058,1.0
318,-0.04690359644962677,0.9625919549572824,1.0
319,-0.05524236832621224,0.9559476062040702,1.0
320,0.026506942318540904,0.9788540655280354,1.0
321,0.49066045850653667,0.6236883803426452,1.0
322,-0.5016803590051638,0.6159147077497733,1.0
323,-0.1569312956147571,0.8753053991521492,1.0
324,-0.006543519837626429,0.9947793276507291,1.0
325,0.16477160562251683,0.8691304860133175,1.0
326,-0.1859717027802787,0.8524745769347308,1.0
327,-0.4261870975782047,0.6699900608426068,1.0
328,0.2359452103131514,0.8134849530576499,1.0
329,-0.26349711297658646,0.7921784228052271,1.0
330,-0.219500164720754,0.8262695075435964,1.0
331,-1.771083401521233,0.07660839478637368,1.0
332,-1.8445369281716966,0.06516467637929232,1.0
333,-1.7690430677586697,0.0769482924354874,1.0
334,-0.9713319594241707,0.33143048750009774,1.0
335,-1.6919621983831128,0.09071615877293675,1.0
336,-1.4381189382031763,0.15046356490213217,1.0
337,-0.44311045071905697,0.6577052221627884,1.0
338,-1.3340579471735399,0.18224627511647856,1.0
339,0.054069778311511336,0.9568817537322764,1.0
340,-0.35515597855216885,0.7224878824078542,1.0
341,-0.4217183993534007,0.6732488968240411,1.0
342,-0.3620142539146722,0.7173568411862747,1.0
343,-0.4466716526583202,0.6551317043790434,1.0
344,0.7340576390647595,0.4629483982797268,1.0
345,-0.4047366022972147,0.6856886331015137,1.0
346,-0.6641019964953578,0.5066559824918844,1.0
347,-4.23919796410023,2.284076726367306e-05,0.11329020562781837
348,-0.430234737532559,0.6670436363179604,1.0
349,-0.20478134899793454,0.8377513842028206,1.0
350,-0.8168987494590159,0.41402562940708876,1.0
351,-0.33644782816874036,0.7365474581066531,1.0
352,-0.2796966489985677,0.7797219427939248,1.0
353,-0.5786580158032104,0.5628462931510794,1.0
354,0.02943401612404815,0.9765196309179293,1.0
355,-0.8044011032005237,0.4212040182661482,1.0
356,-1.2497003590411793,0.2114681451920146,1.0
357,-0.8107379119536563,0.41755519710160294,1.0
358,-0.01782330915602038,0.9857805284557449,1.0
359,-0.3263163131591183,0.7441988504723079,1.0
360,-0.1381742756819247,0.8901083087931254,1.0
361,0.5198740612545182,0.6031746164749902,1.0
362,-0.2066371372300241,0.8363017588144765,1.0
363,-0.5174705331040081,0.6048508706529643,1.0
364,-1.3044558302577527,0.1921388931814342,1.0
365,-0.5260904853305846,0.5988489220682849,1.0
366,-0.28632396040720076,0.7746419977492702,1.0
367,-0.4185304717870409,0.6755774806140395,1.0
368,-0.9788393280774256,0.32770723875363694,1.0
369,-0.7446157319419279,0.4565394245281137,1.0
370,-1.5421861378341384,0.1230923283662492,1.0
371,-0.6592593184000838,0.5097599472442588,1.0
372,1.3897026637868783,0.16468172076597257,1.0
373,0.842142657251182,0.39974881611236424,1.0
374,0.4981537962094872,0.6183977903257928,1.0
375,0.956711793645743,0.3387594935759688,1.0
376,1.31976030135836,0.18697612884594353,1.0
377,0.5422472743348009,0.5876725965074803,1.0
378,1.1892392466762227,0.23440261203028412,1.0
379,1.1116220282836407,0.2663547174284891,1.0
380,0.48504723014615453,0.6276643205562689,1.0
381,1.342331471655204,0.17955013953630564,1.0
382,1.4283832783051376,0.15324469940839047,1.0
383,0.7540381400793946,0.45086220869358506,1.0
384,-1.0817309454962536,0.279424825014453,1.0
385,-0.5867577460140685,0.557393192728286,1.0
386,-0.6637267241174147,0.5068961614591637,1.0
387,-1.0814895743121973,0.27953211170391445,1.0
388,-0.6500041460049779,0.5157197254233346,1.0
389,-0.7536447411734821,0.4510984379267091,1.0
390,-0.6491134311987383,0.5162951944628502,1.0
391,-0.671721995155023,0.5017920623869223,1.0
392,-0.7098350705476065,0.47783987437541553,1.0
393,-0.46970610878560665,0.6385857054451058,1.0
394,-0.9744639679568803,0.32987386722488865,1.0
395,-0.6024527359731084,0.5469004283199239,1.0
396,-0.6464735203045813,0.5180027304720758,1.0
397,-0.7589784385885762,0.4479016152144626,1.0
398,-0.3974477874885118,0.6910544293641068,1.0
399,-0.6204861537882689,0.5349663498290305,1.0
400,-0.6589473680908212,0.5099602357872974,1.0
401,-1.101915546683903,0.2705519958253143,1.0
402,-0.5279835233961786,0.5975344530340689,1.0
403,-0.6230344808732468,0.533290583485349,1.0
404,-0.792542402538615,0.4280824821618585,1.0
405,-0.9974969642116374,0.3185721341941864,1.0
406,-1.0802433227650743,0.2800865017225753,1.0
407,-0.6739329379223219,0.5003854373845724,1.0
