iter	Logloss
828	0.1198881496
829	0.1197780617
830	0.1196741628
831	0.1195326644
832	0.1194600494
833	0.1192786343
834	0.1191660319
835	0.1190798289
836	0.1189788236
837	0.1188239406
838	0.1186776352
839	0.1185446738
840	0.118357176
841	0.1182791222
842	0.1181242595
843	0.1179530731
844	0.1177530037
845	0.1176414096
846	0.1175206764
847	0.1173619536
848	0.117216592
849	0.1170466253
850	0.116843953
851	0.1167129075
852	0.1166137568
853	0.1164832459
854	0.116314252
855	0.1162341391
856	0.1161369755
857	0.1160034261
858	0.1158241869
859	0.1157224651
860	0.1155841983
861	0.1155706214
862	0.1154397941
863	0.1153334305
864	0.1152657756
865	0.1151015888
866	0.1149812494
867	0.1148777217
868	0.1147164432
869	0.1146083443
870	0.1144872547
871	0.1143585265
872	0.1141917773
873	0.1140376182
874	0.1137992082
875	0.1136535609
876	0.1135755206
877	0.1134204606
878	0.1132687662
879	0.1131863318
880	0.1130979252
881	0.1129360949
882	0.1127933706
883	0.1126194234
884	0.1124647481
885	0.1122912556
886	0.1122349353
887	0.1121313369
888	0.1119572016
889	0.1117796167
890	0.1115993267
891	0.1114983632
892	0.1113735142
893	0.1112467825
894	0.1111609198
895	0.1110750689
896	0.1109578984
897	0.1108617832
898	0.1107348468
899	0.1106524941
900	0.1105330709
901	0.1103744114
902	0.1102443909
903	0.1100081076
904	0.1099677651
905	0.1098604073
906	0.109771326
907	0.1096003363
908	0.1094433026
909	0.1093260941
910	0.109271978
911	0.1091745809
912	0.1089664415
913	0.1088171196
914	0.1086909083
915	0.1086824118
916	0.108578041
917	0.1084724579
918	0.108358401
919	0.1083070961
920	0.1081439939
921	0.1080116765
922	0.107789946
923	0.1077041233
924	0.1075312458
925	0.107503172
926	0.1074180732
927	0.1072404569
928	0.1070872109
929	0.1069735455
930	0.1068910004
931	0.1067821734
932	0.1066548505
933	0.1065181488
934	0.1063764968
935	0.1063233589
936	0.106156324
937	0.1060777024
938	0.1060376487
939	0.1060057307
940	0.1059717143
941	0.1058439926
942	0.1057798395
943	0.1056706193
944	0.1055824978
945	0.1054775635
946	0.1053766387
947	0.1052737678
948	0.1051315542
949	0.1050197925
950	0.1049223044
951	0.1048850651
952	0.104805024
953	0.1046548603
954	0.1045092172
955	0.1043938048
956	0.1042549936
957	0.1041267686
958	0.1039678866
959	0.1037839252
960	0.103596766
961	0.1034496353
962	0.1033692636
963	0.1032614352
964	0.1031890923
965	0.1030483719
966	0.1029681201
967	0.1028044322
968	0.1026316635
969	0.1025885669
970	0.1024567522
971	0.1022991274
972	0.1021705104
973	0.1020470729
974	0.1019839208
975	0.1018717842
976	0.1017915004
977	0.101675559
978	0.1015850349
979	0.1014415444
980	0.1013834679
981	0.1012063573
982	0.1010465075
983	0.1008536373
984	0.100752962
985	0.1005838802
986	0.1004376627
987	0.1003375766
988	0.100246811
989	0.1001384191
990	0.1000481094
991	0.09999903023
992	0.09992435605
993	0.09985101346
994	0.09969864371
995	0.09957610762
996	0.0994310889
997	0.09931012896
998	0.09915900292
999	0.09907794675
